runnerUri,fullname,time,rank,nationality,nationalityCode,index,ageGroup,gender
41426.christophe.auffret,Christophe AUFFRET,30:09:55,167.0,France,FR,,50-54,H
253750.patrick.cole,Patrick COLE,30:10:50,168.0,Etats-Unis,US,,40-44,H
12383.esteban.garcia,Esteban GARCIA,30:11:33,169.0,Espagne,ES,,40-44,H
1724253.alain.etcheverry,Alain ETCHEVERRY,30:12:00,170.0,France,FR,,40-44,H
2121841.guillaume.grasset,Guillaume GRASSET,30:13:21,171.0,France,FR,,20-34,H
2648463.brandon.crews,Brandon CREWS,30:14:07,172.0,Etats-Unis,US,,40-44,H
636661.lou.clifton,Lou CLIFTON,30:21:16,173.0,Australie,AU,,50-54,F
6669.tanguy.epale,Tanguy EPALE,30:23:51,174.0,France,FR,,45-49,H
731110.nelson.vieira,Nelson VIEIRA,30:24:40,175.0,Portugal,PT,,45-49,H
728134.flavio.vieira,Flavio VIEIRA,30:24:40,175.0,Portugal,PT,,35-39,H
402347.takeshi.noda,Takeshi NODA,30:24:58,177.0,Japon,JP,,35-39,H
4481979.zen.odale,Zen O'DALE,30:25:59,178.0,Royaume-Uni,GB,,35-39,H
2349315.jeanlouis.vallet,Jean Louis VALLET,30:28:17,179.0,Italie,IT,,45-49,H
196135.pierre.gapihan,Pierre GAPIHAN,30:28:35,180.0,France,FR,,35-39,H
1768797.joelso.cordeiro,Joelso CORDEIRO,30:32:49,181.0,Brésil,BR,,35-39,H
1423895.luis.deandressantos,Luis DE ANDRES SANTOS,30:34:23,182.0,Espagne,ES,,35-39,H
1099697.katarzyna.dombrowska,Katarzyna DOMBROWSKA,30:35:13,183.0,Pologne,PL,,20-34,F
3535297.brendon.pierson,Brendon PIERSON,30:36:13,184.0,Etats-Unis,US,,20-34,H
995149.ruben.sanchezverdeguer,Rubén SÁNCHEZ-VERDEGUER,30:36:39,185.0,Espagne,ES,,40-44,H
1535757.stefan.schwarz,Stefan SCHWARZ,30:37:39,186.0,Autriche,AT,,35-39,H
830156.claire.heslop,Claire HESLOP,30:38:58,187.0,Canada,CA,,40-44,F
660116.juandiego.aguilarbravo,Juan-Diego AGUILAR-BRAVO,30:39:37,188.0,Espagne,ES,,40-44,H
2384717.romain.husson,Romain HUSSON,30:42:15,189.0,France,FR,,20-34,H
488635.jonathan.thire,Jonathan THIRE,30:44:00,190.0,France,FR,,35-39,H
1344973.andrzej.mika,Andrzej MIKA,30:46:54,191.0,Pologne,PL,,35-39,H
2524887.gregory.boudon,Grégory BOUDON,30:47:30,192.0,France,FR,,40-44,H
257796.jordi.barrancos,Jordi BARRANCOS,30:48:08,193.0,Espagne,ES,,50-54,H
1969203.julien.mettetal,Julien METTETAL,30:53:32,194.0,France,FR,,45-49,H
1750877.atthapol.intajak,Atthapol INTAJAK,30:53:41,195.0,Thaïlande,TH,,20-34,H
306738.sebastien.betouret,Sebastien BETOURET,30:53:59,196.0,France,FR,,45-49,H
2158941.tim.mcdonough,Tim MCDONOUGH,30:54:28,197.0,Canada,CA,,40-44,H
372387.marc.puigamiel,Marc PUIG-AMIEL,30:58:13,198.0,Espagne,ES,,35-39,H
290852.federico.roncagliolo,Federico RONCAGLIOLO,30:59:16,199.0,Italie,IT,,40-44,H
1763931.jordi.carrascosala,Jordi CARRASCO SALA,31:03:57,200.0,Espagne,ES,,35-39,H
1175349.clement.becquet,Clément BECQUET,31:08:41,201.0,France,FR,,35-39,H
197821.lukas.hulka,Lukas HULKA,31:09:08,202.0,République tchèque,CZ,,40-44,H
658120.daniel.moldoveanu,Daniel MOLDOVEANU,31:10:21,203.0,Suisse,CH,,35-39,H
316715.philippe.andres,Philippe ANDRES,31:10:27,204.0,France,FR,,45-49,H
591952.adrien.lebreton,Adrien LEBRETON,31:12:39,205.0,France,FR,,20-34,H
948187.michel.rosales,Michel ROSALES,31:13:55,206.0,Venezuela,VE,,20-34,H
578703.henri.lehkonen,Henri LEHKONEN,31:15:28,207.0,Australie,AU,,35-39,H
766913.etienne.gleizes,Etienne GLEIZES,31:17:14,208.0,France,FR,,20-34,H
886971.mikael.poixblanc,Mikael POIXBLANC,31:19:44,209.0,France,FR,,45-49,H
234586.ivan.galvan,Ivan GALVAN,31:19:55,210.0,Espagne,ES,,35-39,H
13386.jordi.uromompel,Jordi URO MOMPEL,31:21:46,211.0,Espagne,ES,,35-39,H
431177.christophe.berthel,Christophe BERTHEL,31:22:54,212.0,France,FR,,45-49,H
730228.anete.svilpe,Anete SVILPE,31:24:09,213.0,Lettonie,LV,,20-34,F
1454163.vegard.triseth,Vegard TRISETH,31:25:06,214.0,Norvège,NO,,45-49,H
697213.samuel.maraffi,Samuel MARAFFI,31:25:21,215.0,France,FR,,20-34,H
601086.arnaud.deloraz,Arnaud DELORAZ,31:25:32,216.0,France,FR,,20-34,H
2714.shunsuke.okunomiya,Shunsuke OKUNOMIYA,31:26:40,217.0,Japon,JP,,40-44,H
2599399.viktorolov.leonidou,Viktor Olov LEONIDOU,31:26:51,218.0,Chypre,CY,,20-34,H
2582799.nicolas.fouillot,Nicolas FOUILLOT,31:27:42,219.0,France,FR,,20-34,H
917513.oliviero.alotto,Oliviero ALOTTO,31:27:56,220.0,Italie,IT,,35-39,H
1157897.claire.bannwarth,Claire BANNWARTH,31:29:58,221.0,France,FR,,20-34,F
1110241.lars.hedlund,Lars HEDLUND,31:31:21,222.0,Suède,SE,,50-54,H
953337.akito.nagao,Akito NAGAO,31:31:59,223.0,Japon,JP,,20-34,H
476185.xabier.bergeralekuona,Xabier BERGERA-LEKUONA,31:32:26,224.0,Espagne,ES,,20-34,H
874791.mariasilvina.perez,Maria Silvina PEREZ,31:33:17,225.0,Argentine,AR,,40-44,F
528079.yoann.beudet,Yoann BEUDET,31:33:40,226.0,France,FR,,35-39,H
1502495.cyrill.treptow,Cyrill TREPTOW,31:34:55,227.0,Suisse,CH,,45-49,H
321131.benjamin.karli,Benjamin KARLI,31:35:00,228.0,Suisse,CH,,35-39,H
3163319.eric.malkowski,Eric MALKOWSKI,31:36:03,229.0,Etats-Unis,US,,35-39,H
106888.albert.jorqueramestres,Albert JORQUERA MESTRES,31:36:56,230.0,Espagne,ES,,45-49,H
584345.michel.ondarts,Michel ONDARTS,31:39:25,231.0,France,FR,,40-44,H
2095085.tony.cauvin,Tony CAUVIN,31:39:34,232.0,France,FR,,20-34,H
707267.antoni.sotillo,Antoni SOTILLO,31:39:36,233.0,Espagne,ES,,45-49,H
10400.philippe.verdier,Philippe VERDIER,31:39:54,234.0,France,FR,,60-64,H
1805197.anthony.diou,Anthony DIOU,31:40:20,235.0,France,FR,,35-39,H
42941.remy.duperray,Remy DUPERRAY,31:43:26,236.0,France,FR,,45-49,H
5967.nicolas.fruchart,Nicolas FRUCHART,31:44:37,237.0,France,FR,,45-49,H
2408489.julien.vienet,Julien VIENET,31:44:50,238.0,France,FR,,20-34,H
1728217.pedro.fernandes,Pedro FERNANDES,31:46:04,239.0,Portugal,PT,,40-44,H
3597533.sam.connor,Sam CONNOR,31:47:34,240.0,Royaume-Uni,GB,,40-44,H
1655539.jamespeter.heyboer,James Peter HEYBOER,31:48:02,241.0,Etats-Unis,US,,40-44,H
,Anonymous,31:48:17,242.0,Lettonie,LV,,35-39,H
60456.valerio.girotto,Valerio GIROTTO,31:49:45,243.0,Italie,IT,,45-49,H
445939.cristiano.girotto,Cristiano GIROTTO,31:49:46,244.0,Italie,IT,,45-49,H
677437.scott.smith,Scott SMITH,31:49:52,245.0,Royaume-Uni,GB,,40-44,H
84181.dominick.layfield,Dominick LAYFIELD,31:51:48,246.0,Etats-Unis,US,,50-54,H
1440563.kevin.pongerard,Kevin PONGERARD,31:51:51,247.0,France,FR,,35-39,H
1484585.krisztian.kormos,Krisztián KORMOS,31:56:32,248.0,Hongrie,HU,,40-44,H
583050.arcadio.araujogopar,Arcadio ARAUJO GOPAR,31:56:41,249.0,Espagne,ES,,50-54,H
,Anonymous,31:58:01,250.0,Canada,CA,,50-54,H
506274.thomas.laboyrie,Thomas LABOYRIE,32:03:56,251.0,France,FR,,40-44,H
669733.cristiangabriel.batistella,Cristian Gabriel BATISTELLA,32:05:48,252.0,Argentine,AR,,20-34,H
1175167.jordan.dutang,Jordan DUTANG,32:06:01,253.0,France,FR,,20-34,H
4203609.josip.mestric,Josip MEŠTRIĆ,32:06:59,254.0,Croatie,HR,,20-34,H
4142876.matija.mestric,Matija MEŠTRIĆ,32:07:00,255.0,Croatie,HR,,20-34,H
508303.jenny.josefsson,Jenny JOSEFSSON,32:07:47,256.0,Suède,SE,,45-49,F
853963.alexander.vanbreda,Alexander VAN BREDA,32:07:54,257.0,Pays-Bas,NL,,45-49,H
154462.jean.lagriffoul,Jean LAGRIFFOUL,32:11:47,258.0,France,FR,,65-69,H
107424.krzysztof.lisak,Krzysztof LISAK,32:12:06,259.0,Pologne,PL,,35-39,H
587228.guillaume.louis,Guillaume LOUIS,32:12:16,260.0,France,FR,,20-34,H
664800.kimino.miyazaki,Kimino MIYAZAKI,32:12:35,261.0,Japon,JP,,20-34,F
1175377.jeanemmanuel.christol,Jean Emmanuel CHRISTOL,32:13:34,262.0,France,FR,,40-44,H
32937.pierre.beaujoin,Pierre BEAUJOIN,32:14:34,263.0,France,FR,,40-44,H
654221.christoph.flake,Christoph FLAKE,32:14:50,264.0,Allemagne,DE,,20-34,H
1384615.eric.giacuzzo,Eric GIACUZZO,32:15:28,265.0,France,FR,,50-54,H
3695215.benoit.guillaume,Benoit GUILLAUME,32:15:34,266.0,France,FR,,20-34,H
1733145.michal.kochanowski,Michał KOCHANOWSKI,32:16:10,267.0,Pologne,PL,,20-34,H
495057.simon.ganz,Simon GANZ,32:16:55,268.0,Suisse,CH,,20-34,H
366115.marco.scanziani,Marco SCANZIANI,32:18:44,269.0,Italie,IT,,20-34,H
1315047.teresa.kaiser,Teresa KAISER,32:23:31,270.0,Etats-Unis,US,,20-34,F
1016369.stefano.poggi,Stefano POGGI,32:25:31,271.0,Italie,IT,,20-34,H
669505.jerome.duay,Jérôme DUAY,32:25:32,272.0,Suisse,CH,,45-49,H
1925031.marioandres.posadarangel,Mario Andres POSADA RANGEL,32:26:05,273.0,Colombie,CO,,35-39,H
659705.fabrice.carme,Fabrice CARME,32:26:26,274.0,France,FR,,50-54,H
750442.frederic.zammit,Frédéric ZAMMIT,32:27:28,275.0,France,FR,,45-49,H
649386.jelle.janse,Jelle JANSE,32:28:18,276.0,Belgique,BE,,40-44,H
281820.etienne.bourdon,Etienne BOURDON,32:30:06,277.0,France,FR,,50-54,H
1968037.patrick.mihalaras,Patrick MIHALARAS,32:30:33,278.0,Australie,AU,,20-34,H
2402265.francois.decamps,François DECAMPS,32:31:09,279.0,Belgique,BE,,20-34,H
1438743.oleksii.melnyk,Oleksii MELNYK,32:31:16,280.0,Ukraine,UA,,35-39,H
1548843.yuki.takeuchi,Yuki TAKEUCHI,32:31:24,281.0,Japon,JP,,40-44,H
964229.jeff.zenger,Jeff ZENGER,32:31:38,282.0,Etats-Unis,US,,20-34,H
4517713.fernando.riera,Fernando RIERA,32:31:45,283.0,Espagne,ES,,40-44,H
766643.thierry.lamarque,Thierry LAMARQUE,32:37:09,284.0,Maurice,MU,,40-44,H
1064365.christian.leduc,Christian LEDUC,32:39:22,285.0,Canada,CA,,50-54,H
1278091.nicolas.leroux,Nicolas LE ROUX,32:42:01,286.0,France,FR,,40-44,H
8203.eric.herrero,Eric HERRERO,32:44:35,287.0,France,FR,,40-44,H
3522735.brice.douet,Brice DOUET,32:44:49,288.0,France,FR,,20-34,H
1242013.robertgregory.moore,Robert Gregory MOORE,32:46:23,289.0,Etats-Unis,US,,45-49,H
2099479.gabin.guedon,Gabin GUEDON,32:50:54,290.0,France,FR,,20-34,H
1539855.ronan.pain,Ronan PAIN,32:50:54,290.0,France,FR,,20-34,H
473761.michael.andre,Michaël ANDRE,32:51:46,292.0,France,FR,,45-49,H
1458199.didier.carels,Didier CARELS,32:52:13,293.0,Belgique,BE,,40-44,H
1885385.adriano.ferreira,Adriano FERREIRA,32:57:19,294.0,Portugal,PT,,35-39,H
468192.chiara.bertino,Chiara BERTINO,32:58:16,295.0,Italie,IT,,50-54,F
885131.luca.gheza,Luca GHEZA,32:58:30,296.0,Italie,IT,,35-39,H
695257.masato.tanaka,Masato TANAKA,33:00:27,297.0,Japon,JP,,55-59,H
1812971.andrew.connor,Andrew CONNOR,33:01:04,298.0,Royaume-Uni,GB,,45-49,H
206552.marc.jacquand,Marc JACQUAND,33:02:06,299.0,France,FR,,40-44,H
701729.paul.rambaud,Paul RAMBAUD,33:02:48,300.0,France,FR,,40-44,H
1296601.geoffrey.tweed,Geoffrey TWEED,33:06:42,301.0,Etats-Unis,US,,35-39,H
456336.dustin.sandquist,Dustin SANDQUIST,33:06:42,301.0,Etats-Unis,US,,35-39,H
3048657.martin.lethsonne,Martin LETH-SONNE,33:08:58,303.0,Danemark,DK,,40-44,H
2154411.fabiola.arevalogarcia,Fabiola AREVALO GARCIA,33:09:45,304.0,Espagne,ES,,45-49,F
3316295.fabrizio.pezzoli,Fabrizio PEZZOLI,33:11:17,305.0,Italie,IT,,35-39,H
3984484.pieter.deneve,Pieter DE NEVE,33:11:42,306.0,Belgique,BE,,40-44,H
3450765.charles.tidball,Charles TIDBALL,33:11:59,307.0,Royaume-Uni,GB,,40-44,H
278721.craig.dinnett,Craig DINNETT,33:12:44,308.0,Royaume-Uni,GB,,35-39,H
1190035.juancarlos.ceballos,Juan Carlos CEBALLOS,33:15:29,309.0,Colombie,CO,,35-39,H
940835.nicolas.lenocher,Nicolas LE NOCHER,33:15:49,310.0,France,FR,,35-39,H
538305.vincent.herault,Vincent HERAULT,33:15:49,310.0,France,FR,,50-54,H
150053.howard.norton,Howard NORTON,33:20:40,312.0,Australie,AU,,60-64,H
159625.julien.cazelles,Julien CAZELLES,33:20:42,313.0,France,FR,,40-44,H
1547997.maggy.bouisse,Maggy BOUISSE,33:21:24,314.0,France,FR,,50-54,F
777452.richard.antrobus,Richard ANTROBUS,33:23:16,315.0,Royaume-Uni,GB,,35-39,H
772485.takashi.yamamoto,Takashi YAMAMOTO,33:23:36,316.0,Japon,JP,,35-39,H
592145.martin.mignot,Martin MIGNOT,33:25:05,317.0,France,FR,,45-49,H
1812975.anton.ambrose,Anton AMBROSE,33:25:42,318.0,Royaume-Uni,GB,,40-44,H
3361817.ben.yardley,Ben YARDLEY,33:27:42,319.0,Etats-Unis,US,,20-34,H
5976.yannick.maurin,Yannick MAURIN,33:29:37,320.0,France,FR,,45-49,H
2021059.dave.beales,Dave BEALES,33:31:55,321.0,Royaume-Uni,GB,,35-39,H
766730.sidney.thomasset,Sidney THOMASSET,33:33:20,322.0,France,FR,,20-34,H
712995.john.mollohan,John MOLLOHAN,33:33:51,323.0,Royaume-Uni,GB,,50-54,H
11130.edouard.auclaire,Edouard AUCLAIRE,33:34:35,324.0,France,FR,,35-39,H
2269563.timon.gunther,Timon GÜNTHER,33:35:25,325.0,Allemagne,DE,,20-34,H
38663.sebastien.virat,Sebastien VIRAT,33:36:29,326.0,France,FR,,45-49,H
1015807.josevicente.pardobellido,José-Vicente PARDO-BELLIDO,33:37:14,327.0,Espagne,ES,,35-39,H
888217.kevin.herreman,Kevin HERREMAN,33:37:42,328.0,France,FR,,35-39,H
878323.sergio.turullserratosa,Sergio TURULL-SERRATOSA,33:38:33,329.0,Espagne,ES,,20-34,H
587400.xerach.rodriguezsantana,Xerach RODRIGUEZ SANTANA,33:38:52,330.0,Espagne,ES,,40-44,H
1557413.alexander.prokudin,Alexander PROKUDIN,33:39:28,331.0,Turquie,TR,,40-44,H
525743.jerome.herragne,Jerome HERRAGNE,33:39:43,332.0,France,FR,,35-39,H
537788.jeff.allen,Jeff ALLEN,33:40:03,333.0,Etats-Unis,US,,35-39,H
911747.joerg.fuchslueger,JOERG FUCHSLUEGER,33:40:30,334.0,Autriche,AT,,60-64,H
1059971.patrick.poullie,Patrick POULLIE,33:40:35,335.0,Allemagne,DE,,35-39,H
11829.juanantonio.fernandezhernandez,Juan Antonio FERNANDEZ HERNANDEZ,33:40:35,335.0,Espagne,ES,,45-49,H
2693187.pierre.meignan,Pierre MEIGNAN,33:40:37,337.0,France,FR,,20-34,H
700865.jeanphilippe.proulx,Jean-Philippe PROULX,33:42:26,338.0,Canada,CA,,35-39,H
207826.richard.staite,Richard STAITE,33:43:08,339.0,Royaume-Uni,GB,,50-54,H
207827.anna.troup,Anna TROUP,33:43:09,340.0,Royaume-Uni,GB,,50-54,F
1577239.conor.furey,Conor FUREY,33:43:15,341.0,Canada,CA,,20-34,H
908943.horacio.amor,Horacio AMOR,33:44:49,342.0,Argentine,AR,,40-44,H
1783313.graham.friend,Graham FRIEND,33:45:26,343.0,Royaume-Uni,GB,,50-54,H
1266177.philip.williams,Philip WILLIAMS,33:46:45,344.0,Royaume-Uni,GB,,35-39,H
274493.matthieu.minard,Matthieu MINARD,33:48:55,345.0,France,FR,,45-49,H
1320885.baptiste.grigy,Baptiste GRIGY,33:49:18,346.0,France,FR,,45-49,H
1126493.bruno.bauer,Bruno BAUER,33:50:02,347.0,Brésil,BR,,40-44,H
239703.etienne.mandel,Etienne MANDEL,33:50:18,348.0,France,FR,,40-44,H
438604.erik.eng,Erik ENG,33:52:11,349.0,Suède,SE,,40-44,H
546802.erin.kelman,Erin KELMAN,33:56:14,350.0,Etats-Unis,US,,45-49,H
561804.will.buckinghamburr,Will BUCKINGHAM-BURR,33:57:09,351.0,Royaume-Uni,GB,,40-44,H
30957.travis.mattern,Travis MATTERN,33:57:12,352.0,Etats-Unis,US,,45-49,H
2123675.alexandre.protin,Alexandre PROTIN,33:58:36,353.0,France,FR,,20-34,H
1710757.andreas.djiakouris,Andreas DJIAKOURIS,33:59:46,354.0,Chypre,CY,,40-44,H
3821623.nicholas.bamford,Nicholas BAMFORD,34:00:44,355.0,Royaume-Uni,GB,,35-39,H
1384531.valere.demeulenaere,Valere DE MEULENAERE,34:02:59,356.0,France,FR,,45-49,H
32650.benoit.leger,Benoit LEGER,34:03:17,357.0,France,FR,,35-39,H
257818.daniel.yanezbeas,Daniel YANEZ BEAS,34:03:47,358.0,Espagne,ES,,40-44,H
141467.stefano.cerlini,Stefano CERLINI,34:06:23,359.0,Italie,IT,,40-44,H
400680.michael.mccomb,Michael MCCOMB,34:06:36,360.0,"Hong Kong, Chine",HK,,55-59,H
2120265.gergely.nemeth,Gergely NÉMETH,34:10:14,361.0,Hongrie,HU,,35-39,H
951289.alvaro.santamaria,Alvaro SANTAMARIA,34:10:54,362.0,Espagne,ES,,20-34,H
158408.tetsuo.kiso,Tetsuo KISO,34:11:17,363.0,Japon,JP,,50-54,H
2192789.lyudmil.todorov,Lyudmil TODOROV,34:12:06,364.0,Bulgarie,BG,,35-39,H
655764.fabrice.darvey,Fabrice DARVEY,34:13:13,365.0,France,FR,,35-39,H
380330.bernardo.sevilla,Bernardo SEVILLA,34:14:21,366.0,Equateur,EC,,50-54,H
1036675.anna.stahlkloo,Anna STÅHLKLOO,34:14:34,367.0,Suède,SE,,45-49,F
207698.andrew.stevens,Andrew STEVENS,34:14:56,368.0,Etats-Unis,US,,45-49,H
1357837.gregory.leroy,gregory LEROY (GREGORY LEROY),34:14:57,369.0,France,FR,,35-39,H
2242383.antoine.daligand,Antoine DALIGAND,34:15:43,370.0,France,FR,,20-34,H
830125.walter.pastorhorstmann,Walter PASTOR-HORSTMANN,34:16:37,371.0,Espagne,ES,,45-49,H
349624.nicolas.forgeaud,Nicolas FORGEAUD,34:18:22,372.0,France,FR,,45-49,H
844295.marc.legrand,Marc LEGRAND,34:18:32,373.0,France,FR,,50-54,H
987397.johann.vaillant,Johann VAILLANT,34:19:08,374.0,France,FR,,35-39,H
1843259.magnus.linde,Magnus LINDE,34:19:09,375.0,Suède,SE,,40-44,H
689.stefano.spadaro,Stefano SPADARO,34:19:20,376.0,Italie,IT,,45-49,H
139595.mickael.millet,Mickael MILLET,34:20:13,377.0,France,FR,,20-34,H
2289389.viros.sriskaran,Viros SRISKARAN,34:21:25,378.0,France,FR,,20-34,H
